exp_id,step,train_loss,val_loss,val_ppl,grad_norm,dead_rate,max_mem_gb,tau,elapsed_sec,checkpoint,gate_ppl_pass,gate_dead_pass
1D_noprop_hestia,1200,0.7703643590211868,8.949893131256104,7707.068172401308,0.044855780507261106,9.5367431640625e-07,2.5702695846557617,0.3933,203.7,/teamspace/studios/this_studio/drex_parallel_results/lightning_20260317_131749/checkpoints/1D_noprop_hestia_step_0001200.pt,True,True
